timestamp,brightness,contrast,blur,entropy
2025-06-09 20:25:54,67.11,36.32,180.88,7.05
2025-06-09 20:25:54,66.79,37.6,181.25,7.09
2025-06-09 20:25:54,68.87,36.85,178.73,7.09
2025-06-09 20:25:54,65.17,36.12,189.27,7.03
2025-06-09 20:25:54,60.07,37.53,199.55,7.02
2025-06-09 20:25:54,66.13,35.04,182.58,7.0
2025-06-09 20:25:54,64.25,35.61,181.92,7.01
2025-06-09 20:25:55,63.04,34.68,176.19,6.97
2025-06-09 20:25:55,63.24,34.55,182.96,6.96
2025-06-09 20:25:55,60.62,34.2,183.88,6.94
2025-06-09 20:25:55,59.45,35.0,185.77,6.95
2025-06-09 20:25:55,62.5,34.24,182.55,6.94
2025-06-09 20:25:55,62.79,34.8,171.77,6.96
2025-06-09 20:25:55,62.12,35.31,181.82,6.98
2025-06-09 20:25:55,60.28,36.79,194.17,7.01
2025-06-09 20:25:55,60.32,36.58,195.91,7.01
2025-06-09 20:25:55,60.0,36.77,194.45,7.0
2025-06-09 20:25:56,62.03,37.45,189.76,7.04
2025-06-09 20:25:56,61.43,37.55,190.61,7.02
2025-06-09 20:25:56,60.04,36.9,192.58,7.01
2025-06-09 20:25:56,61.25,37.12,193.32,7.03
2025-06-09 20:25:56,61.82,37.57,193.13,7.05
2025-06-09 20:25:56,62.43,38.36,191.74,7.08
2025-06-09 20:25:56,63.77,38.96,192.29,7.11
2025-06-09 20:25:56,65.01,39.96,190.12,7.14
2025-06-09 20:25:56,68.02,41.61,188.15,7.2
2025-06-09 20:25:56,67.08,45.11,192.3,7.23
2025-06-09 20:25:57,66.89,47.03,197.67,7.28
2025-06-09 20:25:57,72.04,45.32,185.62,7.33
2025-06-09 20:25:57,73.61,46.98,186.34,7.38
2025-06-09 20:55:20,108.75,42.58,72.13,7.25
2025-06-09 20:55:20,109.24,45.27,81.0,7.35
2025-06-09 20:55:20,105.41,49.09,87.07,7.35
2025-06-09 20:55:20,106.2,50.44,99.55,7.3
2025-06-09 20:55:20,105.92,50.69,97.11,7.33
2025-06-09 20:55:20,108.33,51.81,97.04,7.43
2025-06-09 20:55:20,106.87,48.64,90.18,7.26
2025-06-09 20:55:20,107.67,49.06,80.97,7.28
2025-06-09 20:55:20,109.41,51.07,70.85,7.29
2025-06-09 20:55:20,102.72,50.82,65.0,7.09
2025-06-09 20:55:20,105.16,50.28,79.69,6.7
2025-06-09 20:55:20,106.34,47.61,85.18,6.66
2025-06-09 20:55:21,107.73,48.21,87.95,6.71
2025-06-09 20:55:21,107.93,48.56,89.56,6.73
2025-06-09 20:55:21,108.0,48.96,89.18,6.78
2025-06-09 20:55:21,107.72,49.83,90.56,6.81
2025-06-09 20:55:21,107.54,50.04,89.16,6.77
2025-06-09 20:55:21,107.2,50.01,86.24,6.72
2025-06-09 20:55:21,107.59,49.8,86.93,6.69
2025-06-09 20:55:21,108.07,49.83,88.33,6.67
2025-06-09 20:55:21,107.62,49.99,87.01,6.68
2025-06-09 20:55:21,107.76,49.94,86.67,6.67
2025-06-09 20:55:21,107.55,50.15,85.94,6.67
2025-06-09 20:55:21,107.4,50.21,86.07,6.69
2025-06-09 20:55:21,107.29,50.6,85.83,6.73
2025-06-09 20:55:21,106.55,50.86,87.27,6.75
2025-06-09 20:55:21,106.38,52.05,86.99,6.83
2025-06-09 20:55:21,106.71,52.38,85.83,6.88
2025-06-09 20:55:21,105.51,53.76,85.77,6.93
2025-06-09 20:55:22,105.46,54.06,85.12,6.93
2025-06-09 20:55:22,105.22,53.59,85.64,6.93
2025-06-09 20:55:22,105.68,53.67,83.92,6.93
2025-06-09 20:55:22,104.94,53.97,82.35,6.91
2025-06-09 20:55:22,104.26,55.19,84.0,6.95
2025-06-09 20:55:22,104.62,55.16,83.31,6.93
2025-06-09 20:55:22,102.02,55.92,84.83,6.91
2025-06-09 21:03:53,108.75,42.58,72.13,7.25
